smorf_id	chrom	strand	smorf_cds_start	smorf_cds_end	n_cds_blocks	smorf_record_type	n_compatible_tx	n_gencode	n_encode	n_espresso	n_parent	n_tx_nmd	nmd_any	nmd_all	n_tx_nsd	nsd_any	nsd_all	n_tx_nsd_confident	nsd_confident_any	n_tx_nsd_truncated_model	nsd_transcripts	cds_internal_stops	cds_geometry_ok	n_tx_main_orf_not_full	main_orf_not_full_any	n_tx_main_orf_start_lost	n_tx_smorf_is_primary_orf	smorf_is_primary_orf_any	host_genes	truncated_main_orf_transcripts	primary_orf_transcripts	nmd_transcripts	disruption_tiers	disruption_qualifying_any	nmd_and_disrupted_any	n_tx_nmd_and_disrupted	nmd_and_disrupted_transcripts	decay_class_counts	geometry_source_biotype
ENST00000264436.9-chr2:70657725-70657775_F:0_P:118	chr2	-	70657725	70657775	1	GTF2FastaPatched	15	10	1	1	3	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	5	TRUE	0	0	FALSE	ADD2	GENCODE_v50:ENST00000912692.2;GENCODE_v50:ENST00000912691.2;GENCODE_v50:ENST00000912688.2;GENCODE_v50:ENST00000912687.2;GENCODE_v50:ENST00000912686.1			none	FALSE	FALSE	0		nmd_immune_last_exon:15	NA
ENST00000264436.9-chr2:70657725-70657775_F:0_P:118_alt_initiation_1	chr2	-	70657725	70657766	1	AltInitiation	15	10	1	1	3	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	5	TRUE	0	0	FALSE	ADD2	GENCODE_v50:ENST00000912692.2;GENCODE_v50:ENST00000912691.2;GENCODE_v50:ENST00000912688.2;GENCODE_v50:ENST00000912687.2;GENCODE_v50:ENST00000912686.1			none	FALSE	FALSE	0		nmd_immune_last_exon:15	NA
ENST00000264436.9-chr2:70660911-70661123_F:0_P:54_M	chr2	-	70660911	70661123	1	GTF2FastaPatched	15	10	1	1	3	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	5	TRUE	0	0	FALSE	ADD2	GENCODE_v50:ENST00000912692.2;GENCODE_v50:ENST00000912691.2;GENCODE_v50:ENST00000912688.2;GENCODE_v50:ENST00000912687.2;GENCODE_v50:ENST00000912686.1			none	FALSE	FALSE	0		nmd_immune_last_exon:15	NA
ENST00000264436.9-chr2:70768146-70768172_F:2_P:0_M	chr2	-	70768146	70768172	1	GTF2FastaPatched	33	20	9	1	3	33	TRUE	TRUE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	23	TRUE	2	2	TRUE	ADD2	GENCODE_v50:ENST00000912692.2;GENCODE_v50:ENST00000912691.2;GENCODE_v50:ENST00000912688.2;GENCODE_v50:ENST00000912687.2;GENCODE_v50:ENST00000912686.1;GENCODE_v50:ENST00001075508.1;GENCODE_v50:ENST00001075509.1;GENCODE_v50:ENST00001075510.1;GENCODE_v50:ENST00001075511.1;GENCODE_v50:ENST00001075512.1;GENCODE_v50:ENST00000355733.7;GENCODE_v50:ENST00001075513.1;GENCODE_v50:ENST00000413157.6;GENCODE_v50:ENST00000430656.6;ENCODE4:ENSG00000075340[1,5,13];ENCODE4:ENSG00000075340[1,5,2];ENCODE4:ENSG00000075340[1,5,3];ENCODE4:ENSG00000075340[1,1,3];ENCODE4:ENSG00000075340[1,4,4];ENCODE4:ENSG00000075340[1,3,5]	GENCODE_v50:ENST00000473232.1;GENCODE_v50:ENST00000496178.1	GENCODE_v50:ENST00000403045.6;GENCODE_v50:ENST00000912692.2;GENCODE_v50:ENST00000264436.9;GENCODE_v50:ENST00000912691.2;GENCODE_v50:ENST00000912688.2;GENCODE_v50:ENST00000912687.2;GENCODE_v50:ENST00000912690.2;GENCODE_v50:ENST00000912686.1;GENCODE_v50:ENST00001075508.1;GENCODE_v50:ENST00001075509.1;GENCODE_v50:ENST00001075510.1;GENCODE_v50:ENST00001075511.1;GENCODE_v50:ENST00001075512.1;GENCODE_v50:ENST00000355733.7;GENCODE_v50:ENST00001075513.1;GENCODE_v50:ENST00000413157.6;GENCODE_v50:ENST00000430656.6;ENCODE4:ENSG00000075340[1,1,1];ENCODE4:ENSG00000075340[1,5,13];ENCODE4:ENSG00000075340[1,1,13]	BC	TRUE	TRUE	2	GENCODE_v50:ENST00000473232.1;GENCODE_v50:ENST00000496178.1	nmd_predicted_50nt:33	NA
ENST00000264444.7+chr2:69940050-69940238_F:2_P:38_M	chr2	+	69940050	69940238	1	GTF2FastaPatched	12	7	3	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	6	TRUE	0	0	FALSE	MXD1	GENCODE_v50:ENST00000876183.2;GENCODE_v50:ENST00000540449.6;GENCODE_v50:ENST00000876182.2;GENCODE_v50:ENST00000978159.1;GENCODE_v50:ENST00000978160.1;ENCODE4:ENSG00000059728[1,2,5]			none	FALSE	FALSE	0		nmd_immune_last_exon:12	NA
ENST00000264463.8-chr5:24487100-24487216_F:2_P:78_M	chr5	-	24487100	24487216	1	GTF2FastaPatched	8	3	3	1	1	0	FALSE	FALSE	8	TRUE	TRUE	4	TRUE	4	GENCODE_v50:ENST00001134522.1;ENCODE4:ENSG00000040731[1,4,1];ENCODE4:ENSG00000040731[4,1,1];ENCODE4:ENSG00000040731[1,1,1]	0	TRUE	2	TRUE	0	0	FALSE	CDH10	GENCODE_v50:ENST00000965911.2;ENCODE4:ENSG00000040731[1,4,1]			none	FALSE	FALSE	0		nsd_predicted_no_stop:8	NA
ENST00000264554.11-chr19:436428-438752_F:0_P:3_M	chr19	-	436428	438752	3	GTF2FastaPatched	18	14	2	1	1	18	TRUE	TRUE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	11	TRUE	2	1	TRUE	SHC2	GENCODE_v50:ENST00001127269.1;GENCODE_v50:ENST00000939515.2;GENCODE_v50:ENST00000945164.2;GENCODE_v50:ENST00000945166.2;GENCODE_v50:ENST00000945170.2;GENCODE_v50:ENST00000945172.2;GENCODE_v50:ENST00000945174.2;GENCODE_v50:ENST00001024949.1;GENCODE_v50:ENST00000590222.5;GENCODE_v50:ENST00000590113.4;ENCODE4:ENSG00000129946[1,9,4]	GENCODE_v50:ENST00000590113.4	GENCODE_v50:ENST00001127269.1;GENCODE_v50:ENST00000264554.11;GENCODE_v50:ENST00000939515.2;GENCODE_v50:ENST00000945164.2;GENCODE_v50:ENST00000945166.2;GENCODE_v50:ENST00000945170.2;GENCODE_v50:ENST00000945172.2;GENCODE_v50:ENST00000945174.2;GENCODE_v50:ENST00001136812.1;GENCODE_v50:ENST00001024949.1;GENCODE_v50:ENST00000945169.2;GENCODE_v50:ENST00000945175.2;GENCODE_v50:ENST00000590222.5;GENCODE_v50:ENST00000590113.4;ENCODE4:ENSG00000129946[1,1,1];ENCODE4:ENSG00000129946[1,9,4];ESPRESSO:ENST00000264554.11;smORF_parent:ENST00000264554.11-chr19:436428-438752_F:0_P:3_M	BC	TRUE	TRUE	2	GENCODE_v50:ENST00000590222.5;GENCODE_v50:ENST00000590113.4	nmd_predicted_50nt:18	NA
ENST00000264710.5+chr2:26137211-26137318_F:2_P:61	chr2	+	26137211	26137318	1	GTF2FastaPatched	20	15	3	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	12	TRUE	0	0	FALSE	RAB10	GENCODE_v50:ENST00000906081.2;GENCODE_v50:ENST00000906083.2;GENCODE_v50:ENST00000906084.2;GENCODE_v50:ENST00000906085.2;GENCODE_v50:ENST00000926496.2;GENCODE_v50:ENST00000926497.2;GENCODE_v50:ENST00000969012.2;GENCODE_v50:ENST00000973526.1;GENCODE_v50:ENST00001044286.1;GENCODE_v50:ENST00000973527.1;ENCODE4:ENSG00000084733[1,6,1];ENCODE4:ENSG00000084733[1,2,1]			none	FALSE	FALSE	0		nmd_immune_last_exon:20	NA
ENST00000264710.5+chr2:26137211-26137318_F:2_P:61_alt_initiation_1	chr2	+	26137223	26137318	1	AltInitiation	20	15	3	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	12	TRUE	0	0	FALSE	RAB10	GENCODE_v50:ENST00000906081.2;GENCODE_v50:ENST00000906083.2;GENCODE_v50:ENST00000906084.2;GENCODE_v50:ENST00000906085.2;GENCODE_v50:ENST00000926496.2;GENCODE_v50:ENST00000926497.2;GENCODE_v50:ENST00000969012.2;GENCODE_v50:ENST00000973526.1;GENCODE_v50:ENST00001044286.1;GENCODE_v50:ENST00000973527.1;ENCODE4:ENSG00000084733[1,6,1];ENCODE4:ENSG00000084733[1,2,1]			none	FALSE	FALSE	0		nmd_immune_last_exon:20	NA
ENST00000264735.4+chr3:193241379-193255675_F:0_P:0_M	chr3	+	193241379	193255675	2	GTF2FastaPatched	11	6	2	2	1	11	TRUE	TRUE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	4	TRUE	0	0	FALSE	PLAAT1	GENCODE_v50:ENST00001128129.1;GENCODE_v50:ENST00000971782.1;GENCODE_v50:ENST00001031244.1;GENCODE_v50:ENST00001128128.1		GENCODE_v50:ENST00000650797.2;GENCODE_v50:ENST00001128129.1;GENCODE_v50:ENST00000264735.4;GENCODE_v50:ENST00000971782.1;GENCODE_v50:ENST00001031244.1;GENCODE_v50:ENST00001128128.1;ENCODE4:ENSG00000127252[1,1,3];ENCODE4:ENSG00000127252[1,1,1];ESPRESSO:ENST00000650797.1;ESPRESSO:ENST00000264735.4;smORF_parent:ENST00000264735.4+chr3:193241379-193255675_F:0_P:0_M	none	FALSE	FALSE	0		nmd_predicted_50nt:11	NA
ENST00000264867.7-chr4:23792768-23792917_F:0_P:48_M	chr4	-	23792768	23792917	1	GTF2FastaPatched	12	9	1	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	7	TRUE	1	0	FALSE	PPARGC1A	GENCODE_v50:ENST00000613098.5;GENCODE_v50:ENST00000907769.2;GENCODE_v50:ENST00000907770.2;GENCODE_v50:ENST00000907771.2;GENCODE_v50:ENST00000973686.1;GENCODE_v50:ENST00001011289.1;GENCODE_v50:ENST00001011285.1			C	TRUE	FALSE	0		nmd_immune_last_exon:12	NA
ENST00000264896.8-chr4:76161046-76161195_F:0_P:34	chr4	-	76161046	76161195	1	GTF2FastaPatched	34	21	11	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	27	TRUE	5	2	TRUE	SCARB2	GENCODE_v50:ENST00000640640.2;GENCODE_v50:ENST00000638603.2;GENCODE_v50:ENST00000639145.2;GENCODE_v50:ENST00000639738.2;GENCODE_v50:ENST00000452464.7;GENCODE_v50:ENST00000862442.2;GENCODE_v50:ENST00000862443.2;GENCODE_v50:ENST00000862444.2;GENCODE_v50:ENST00000862445.2;GENCODE_v50:ENST00000921155.2;GENCODE_v50:ENST00000638295.2;GENCODE_v50:ENST00001012270.1;GENCODE_v50:ENST00001012272.1;GENCODE_v50:ENST00000639715.1;GENCODE_v50:ENST00000639300.1;GENCODE_v50:ENST00000638680.1;GENCODE_v50:ENST00000682785.1;GENCODE_v50:ENST00000640341.1;GENCODE_v50:ENST00001004723.1;ENCODE4:ENSG00000138760[1,7,1]	GENCODE_v50:ENST00000638680.1;GENCODE_v50:ENST00000682785.1		BC	TRUE	FALSE	0		nmd_immune_last_exon:34	NA
ENST00000264896.8-chr4:76161046-76161195_F:0_P:34_alt_initiation_1	chr4	-	76161046	76161183	1	AltInitiation	34	21	11	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	27	TRUE	5	2	TRUE	SCARB2	GENCODE_v50:ENST00000640640.2;GENCODE_v50:ENST00000638603.2;GENCODE_v50:ENST00000639145.2;GENCODE_v50:ENST00000639738.2;GENCODE_v50:ENST00000452464.7;GENCODE_v50:ENST00000862442.2;GENCODE_v50:ENST00000862443.2;GENCODE_v50:ENST00000862444.2;GENCODE_v50:ENST00000862445.2;GENCODE_v50:ENST00000921155.2;GENCODE_v50:ENST00000638295.2;GENCODE_v50:ENST00001012270.1;GENCODE_v50:ENST00001012272.1;GENCODE_v50:ENST00000639715.1;GENCODE_v50:ENST00000639300.1;GENCODE_v50:ENST00000638680.1;GENCODE_v50:ENST00000682785.1;GENCODE_v50:ENST00000640341.1;GENCODE_v50:ENST00001004723.1;ENCODE4:ENSG00000138760[1,7,1]	GENCODE_v50:ENST00000638680.1;GENCODE_v50:ENST00000682785.1		BC	TRUE	FALSE	0		nmd_immune_last_exon:34	NA
ENST00000264977.8+chr3:136027076-136040928_F:0_P:60_M	chr3	+	136027076	136040928	2	GTF2FastaPatched	36	13	21	1	1	35	TRUE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	19	TRUE	16	0	FALSE	PPP2R3A	GENCODE_v50:ENST00001030009.1;GENCODE_v50:ENST00000930198.2;GENCODE_v50:ENST00001030008.1;GENCODE_v50:ENST00000490467.6;ENCODE4:ENSG00000073711[1,2,1];ENCODE4:ENSG00000073711[1,2,10];ENCODE4:ENSG00000073711[1,2,9];ENCODE4:ENSG00000073711[1,2,8];ENCODE4:ENSG00000073711[1,2,2];GENCODE_v50:ENST00000334546.7;GENCODE_v50:ENST00000447251.2;ENCODE4:ENSG00000073711[2,3,9];ENCODE4:ENSG00000073711[2,3,8];ENCODE4:ENSG00000073711[2,3,1];ENCODE4:ENSG00000073711[2,3,10];ENCODE4:ENSG00000073711[2,3,2];ENCODE4:ENSG00000073711[7,3,1];ENCODE4:ENSG00000073711[7,3,10];ENCODE4:ENSG00000073711[7,3,8]		GENCODE_v50:ENST00000930198.2;GENCODE_v50:ENST00001141890.1;GENCODE_v50:ENST00000264977.8;GENCODE_v50:ENST00001030008.1;GENCODE_v50:ENST00000490467.6;GENCODE_v50:ENST00000930199.2;GENCODE_v50:ENST00000872859.2;GENCODE_v50:ENST00000872863.2;GENCODE_v50:ENST00000872860.2;GENCODE_v50:ENST00000930200.2;ENCODE4:ENSG00000073711[1,7,1];ENCODE4:ENSG00000073711[1,2,1];ENCODE4:ENSG00000073711[1,2,10];ENCODE4:ENSG00000073711[1,2,9];ENCODE4:ENSG00000073711[1,2,8];ENCODE4:ENSG00000073711[1,2,2];ENCODE4:ENSG00000073711[1,1,10];ENCODE4:ENSG00000073711[1,1,8];ENCODE4:ENSG00000073711[1,1,1];ENCODE4:ENSG00000073711[5,7,1]	C	TRUE	TRUE	16	GENCODE_v50:ENST00000490467.6;ENCODE4:ENSG00000073711[1,2,1];ENCODE4:ENSG00000073711[1,2,10];ENCODE4:ENSG00000073711[1,2,9];ENCODE4:ENSG00000073711[1,2,8];ENCODE4:ENSG00000073711[1,2,2];GENCODE_v50:ENST00000334546.7;GENCODE_v50:ENST00000447251.2;ENCODE4:ENSG00000073711[2,3,9];ENCODE4:ENSG00000073711[2,3,8];ENCODE4:ENSG00000073711[2,3,1];ENCODE4:ENSG00000073711[2,3,10];ENCODE4:ENSG00000073711[2,3,2];ENCODE4:ENSG00000073711[7,3,1];ENCODE4:ENSG00000073711[7,3,10];ENCODE4:ENSG00000073711[7,3,8]	nmd_predicted_50nt:35;nmd_unlikely_within_50nt:1	NA
ENST00000265028.8+chr3:186570804-186572106_F:0_P:2	chr3	+	186570804	186572106	2	GTF2FastaPatched	23	15	6	1	1	23	TRUE	TRUE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	14	TRUE	0	2	TRUE	DNAJB11	GENCODE_v50:ENST00001080448.1;GENCODE_v50:ENST00000871525.2;GENCODE_v50:ENST00000938599.1;GENCODE_v50:ENST00000956498.2;GENCODE_v50:ENST00001002380.1;GENCODE_v50:ENST00001048969.1;GENCODE_v50:ENST00000680338.1;GENCODE_v50:ENST00000464877.2;GENCODE_v50:ENST00000495390.2;GENCODE_v50:ENST00001048971.1;GENCODE_v50:ENST00001002381.1;GENCODE_v50:ENST00001080450.1;ENCODE4:ENSG00000090520[1,4,4];ENCODE4:ENSG00000090520[1,4,1]	GENCODE_v50:ENST00000464877.2;GENCODE_v50:ENST00000495390.2	GENCODE_v50:ENST00000439351.5;GENCODE_v50:ENST00001080448.1;GENCODE_v50:ENST00000871525.2;GENCODE_v50:ENST00000938599.1;GENCODE_v50:ENST00000956498.2;GENCODE_v50:ENST00001002380.1;GENCODE_v50:ENST00001048969.1;GENCODE_v50:ENST00000680338.1;GENCODE_v50:ENST00000464877.2;GENCODE_v50:ENST00000495390.2;GENCODE_v50:ENST00001048971.1;GENCODE_v50:ENST00001002381.1;GENCODE_v50:ENST00000265028.8;GENCODE_v50:ENST00001142591.1;GENCODE_v50:ENST00001080450.1;ENCODE4:ENSG00000090520[2,2,4];ENCODE4:ENSG00000090520[2,2,1];ENCODE4:ENSG00000090520[1,4,4];ENCODE4:ENSG00000090520[1,4,1];ENCODE4:ENSG00000090520[1,1,4]	B	TRUE	TRUE	2	GENCODE_v50:ENST00000464877.2;GENCODE_v50:ENST00000495390.2	nmd_predicted_50nt:23	NA
ENST00000265272.9-chr5:147782636-147782686_F:1_P:0_M	chr5	-	147782636	147782686	1	GTF2FastaPatched	21	9	9	2	1	21	TRUE	TRUE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	16	TRUE	3	1	TRUE	JAKMIP2	GENCODE_v50:ENST00001077909.1;GENCODE_v50:ENST00000265272.10;GENCODE_v50:ENST00001077908.1;GENCODE_v50:ENST00000959520.1;GENCODE_v50:ENST00000908873.1;GENCODE_v50:ENST00000920966.1;GENCODE_v50:ENST00000333010.7;ENCODE4:ENSG00000176049[1,4,2];ENCODE4:ENSG00000176049[1,3,8];ENCODE4:ENSG00000176049[1,2,8];ENCODE4:ENSG00000176049[1,4,8];ENCODE4:ENSG00000176049[1,2,3];ESPRESSO:ENST00000265272.9;smORF_parent:ENST00000265272.9-chr5:147782636-147782686_F:1_P:0_M;GENCODE_v50:ENST00001077911.1;ENCODE4:ENSG00000176049[1,8,6]	ESPRESSO:ENST00000265272.9	GENCODE_v50:ENST00001077909.1;GENCODE_v50:ENST00000616793.5;GENCODE_v50:ENST00000265272.10;GENCODE_v50:ENST00001077908.1;GENCODE_v50:ENST00000959520.1;GENCODE_v50:ENST00000908873.1;GENCODE_v50:ENST00000920966.1;GENCODE_v50:ENST00000333010.7;ENCODE4:ENSG00000176049[1,1,1];ENCODE4:ENSG00000176049[1,1,2];ENCODE4:ENSG00000176049[1,4,2];ENCODE4:ENSG00000176049[1,1,8];ENCODE4:ENSG00000176049[1,3,8];ENCODE4:ENSG00000176049[1,2,8];ENCODE4:ENSG00000176049[1,4,8];ENCODE4:ENSG00000176049[1,2,3];ESPRESSO:ENST00000616793.5;ESPRESSO:ENST00000265272.9;smORF_parent:ENST00000265272.9-chr5:147782636-147782686_F:1_P:0_M;GENCODE_v50:ENST00001077911.1	C	TRUE	TRUE	3	GENCODE_v50:ENST00000333010.7;ENCODE4:ENSG00000176049[1,2,8];ENCODE4:ENSG00000176049[1,2,3]	nmd_predicted_50nt:21	NA
ENST00000265433.8-chr8:89982793-89982834_F:1_P:1	chr8	-	89982793	89982834	1	GTF2FastaPatched	67	51	13	1	2	66	TRUE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	57	TRUE	3	7	TRUE	NBN	GENCODE_v50:ENST00000517337.3;GENCODE_v50:ENST00000409330.6;GENCODE_v50:ENST00000697298.2;GENCODE_v50:ENST00000697293.2;GENCODE_v50:ENST00000697304.2;GENCODE_v50:ENST00000697307.2;GENCODE_v50:ENST00000697308.2;GENCODE_v50:ENST00000523444.3;GENCODE_v50:ENST00000697309.2;GENCODE_v50:ENST00000883933.2;GENCODE_v50:ENST00000883934.2;GENCODE_v50:ENST00000915948.2;GENCODE_v50:ENST00000969899.2;GENCODE_v50:ENST00000969900.2;GENCODE_v50:ENST00001123568.1;GENCODE_v50:ENST00000697294.1;GENCODE_v50:ENST00000494804.2;GENCODE_v50:ENST00000697296.1;GENCODE_v50:ENST00000697297.1;GENCODE_v50:ENST00000697300.1	GENCODE_v50:ENST00000494804.2;GENCODE_v50:ENST00000697297.1;GENCODE_v50:ENST00000697313.1;GENCODE_v50:ENST00000697314.1;GENCODE_v50:ENST00000697316.1;GENCODE_v50:ENST00000697317.1;GENCODE_v50:ENST00000697318.1	GENCODE_v50:ENST00000697292.2;GENCODE_v50:ENST00000517337.3;GENCODE_v50:ENST00000409330.6;GENCODE_v50:ENST00000697298.2;GENCODE_v50:ENST00001135587.1;GENCODE_v50:ENST00000697293.2;GENCODE_v50:ENST00000697304.2;GENCODE_v50:ENST00000697307.2;GENCODE_v50:ENST00000697308.2;GENCODE_v50:ENST00000523444.3;GENCODE_v50:ENST00000697309.2;GENCODE_v50:ENST00000883933.2;GENCODE_v50:ENST00000883934.2;GENCODE_v50:ENST00000915948.2;GENCODE_v50:ENST00000969898.2;GENCODE_v50:ENST00000969899.2;GENCODE_v50:ENST00000969900.2;GENCODE_v50:ENST00001123568.1;GENCODE_v50:ENST00000697294.1;GENCODE_v50:ENST00000494804.2	BC	TRUE	TRUE	10	GENCODE_v50:ENST00000517337.3;GENCODE_v50:ENST00000409330.6;GENCODE_v50:ENST00000494804.2;GENCODE_v50:ENST00000697297.1;GENCODE_v50:ENST00000697313.1;GENCODE_v50:ENST00000697314.1;GENCODE_v50:ENST00000697316.1;GENCODE_v50:ENST00000697317.1;GENCODE_v50:ENST00000697318.1;ENCODE4:ENSG00000104320[2,2,1]	nmd_immune_last_exon:1;nmd_predicted_50nt:66	NA
ENST00000265433.8-chr8:89984617-89984649_F:0_P:0_M	chr8	-	89984617	89984649	1	GTF2FastaPatched	63	48	12	1	2	63	TRUE	TRUE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	53	TRUE	0	7	TRUE	NBN	GENCODE_v50:ENST00000697298.2;GENCODE_v50:ENST00000697299.2;GENCODE_v50:ENST00000697293.2;GENCODE_v50:ENST00000697304.2;GENCODE_v50:ENST00000697307.2;GENCODE_v50:ENST00000697308.2;GENCODE_v50:ENST00000523444.3;GENCODE_v50:ENST00000697309.2;GENCODE_v50:ENST00000883933.2;GENCODE_v50:ENST00000883934.2;GENCODE_v50:ENST00000915948.2;GENCODE_v50:ENST00000969899.2;GENCODE_v50:ENST00000969900.2;GENCODE_v50:ENST00001123568.1;GENCODE_v50:ENST00000494804.2;GENCODE_v50:ENST00000697296.1;GENCODE_v50:ENST00000697297.1;GENCODE_v50:ENST00000697300.1;GENCODE_v50:ENST00000697301.1;GENCODE_v50:ENST00000697302.1	GENCODE_v50:ENST00000494804.2;GENCODE_v50:ENST00000697297.1;GENCODE_v50:ENST00000697313.1;GENCODE_v50:ENST00000697314.1;GENCODE_v50:ENST00000697316.1;GENCODE_v50:ENST00000697317.1;GENCODE_v50:ENST00000697318.1	GENCODE_v50:ENST00000697292.2;GENCODE_v50:ENST00000697298.2;GENCODE_v50:ENST00000697299.2;GENCODE_v50:ENST00001135587.1;GENCODE_v50:ENST00000697293.2;GENCODE_v50:ENST00000697304.2;GENCODE_v50:ENST00000697307.2;GENCODE_v50:ENST00000697308.2;GENCODE_v50:ENST00000523444.3;GENCODE_v50:ENST00000697309.2;GENCODE_v50:ENST00000883933.2;GENCODE_v50:ENST00000883934.2;GENCODE_v50:ENST00000915948.2;GENCODE_v50:ENST00000969898.2;GENCODE_v50:ENST00000969899.2;GENCODE_v50:ENST00000969900.2;GENCODE_v50:ENST00001123568.1;GENCODE_v50:ENST00000494804.2;GENCODE_v50:ENST00000697296.1;GENCODE_v50:ENST00000697297.1	B	TRUE	TRUE	7	GENCODE_v50:ENST00000494804.2;GENCODE_v50:ENST00000697297.1;GENCODE_v50:ENST00000697313.1;GENCODE_v50:ENST00000697314.1;GENCODE_v50:ENST00000697316.1;GENCODE_v50:ENST00000697317.1;GENCODE_v50:ENST00000697318.1	nmd_predicted_50nt:63	NA
ENST00000265663.12-chr9:137458508-137459121_F:0_P:0_M	chr9	-	137458508	137459121	2	GTF2FastaPatched	60	36	21	2	1	60	TRUE	TRUE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	59	TRUE	0	2	TRUE	NSMF	GENCODE_v50:ENST00001086778.1;GENCODE_v50:ENST00000371473.8;GENCODE_v50:ENST00000371474.8;GENCODE_v50:ENST00000437259.6;GENCODE_v50:ENST00000265663.13;GENCODE_v50:ENST00000861166.2;GENCODE_v50:ENST00000861167.2;GENCODE_v50:ENST00000861168.2;GENCODE_v50:ENST00000934992.2;GENCODE_v50:ENST00000934993.2;GENCODE_v50:ENST00000934994.2;GENCODE_v50:ENST00000934995.2;GENCODE_v50:ENST00000934996.2;GENCODE_v50:ENST00000934998.2;GENCODE_v50:ENST00000934999.2;GENCODE_v50:ENST00000935000.2;GENCODE_v50:ENST00000961353.2;GENCODE_v50:ENST00000961354.2;GENCODE_v50:ENST00000961355.2;GENCODE_v50:ENST00000961356.2	ESPRESSO:ENST00000371472.6;ESPRESSO:ENST00000265663.12	GENCODE_v50:ENST00000371475.9;GENCODE_v50:ENST00001086778.1;GENCODE_v50:ENST00000371473.8;GENCODE_v50:ENST00000371474.8;GENCODE_v50:ENST00000437259.6;GENCODE_v50:ENST00000265663.13;GENCODE_v50:ENST00000861166.2;GENCODE_v50:ENST00000861167.2;GENCODE_v50:ENST00000861168.2;GENCODE_v50:ENST00000934992.2;GENCODE_v50:ENST00000934993.2;GENCODE_v50:ENST00000934994.2;GENCODE_v50:ENST00000934995.2;GENCODE_v50:ENST00000934996.2;GENCODE_v50:ENST00000934998.2;GENCODE_v50:ENST00000934999.2;GENCODE_v50:ENST00000935000.2;GENCODE_v50:ENST00000961353.2;GENCODE_v50:ENST00000961354.2;GENCODE_v50:ENST00000961355.2	none	FALSE	FALSE	0		nmd_predicted_50nt:60	NA
ENST00000265717.5+chr7:107160217-107160348_F:1_P:45_M	chr7	+	107160217	107160348	1	GTF2FastaPatched	32	23	7	1	1	0	FALSE	FALSE	0	FALSE	FALSE	0	FALSE	0		0	TRUE	26	TRUE	13	12	TRUE	PRKAR2B	GENCODE_v50:ENST00000706581.2;GENCODE_v50:ENST00000854597.2;GENCODE_v50:ENST00000854598.2;GENCODE_v50:ENST00000913925.2;GENCODE_v50:ENST00000913926.2;GENCODE_v50:ENST00000913927.2;GENCODE_v50:ENST00000965652.2;GENCODE_v50:ENST00001121289.1;GENCODE_v50:ENST00001055420.1;GENCODE_v50:ENST00000706582.1;GENCODE_v50:ENST00000706583.1;GENCODE_v50:ENST00000706584.1;GENCODE_v50:ENST00000706586.1;GENCODE_v50:ENST00000488792.2;GENCODE_v50:ENST00000706587.1;GENCODE_v50:ENST00000706588.1;ENCODE4:ENSG00000005249[1,5,1];ENCODE4:ENSG00000005249[1,5,5];ENCODE4:ENSG00000005249[1,6,1];ENCODE4:ENSG00000005249[1,6,5]	GENCODE_v50:ENST00000706582.1;GENCODE_v50:ENST00000706583.1;GENCODE_v50:ENST00000706584.1;GENCODE_v50:ENST00000706586.1;GENCODE_v50:ENST00000488792.2;GENCODE_v50:ENST00000706587.1;GENCODE_v50:ENST00000706588.1;GENCODE_v50:ENST00000706589.1;GENCODE_v50:ENST00000706590.1;GENCODE_v50:ENST00000706591.1;GENCODE_v50:ENST00000706592.1;GENCODE_v50:ENST00000706593.1		BC	TRUE	FALSE	0		nmd_immune_last_exon:32	NA
