smorf_id	category	itemRgb	chosen_tx_source	chosen_transcript_id	chosen_decay_class	chosen_disruption_tier	chosen_disruption_qualifying	n_categories_present	categories_present	n_compatible_tx	nsd_confident_tx	nsd_gate_reason	is_in_908_conjunction
ENST00000372336.4-chr10:79382998-79383171_F:2_P:42_M	light_green	144,238,144	GENCODE_v50	ENST00000372336.4	nmd_immune_last_exon	none	FALSE	1	light_green	7	0	no_confident_nsd_tx	FALSE
ENST00000372409.8+chr20:45934708-45937461_F:1_P:0_M	dark_green	0,100,0	ENCODE4	ENSG00000100982[1,2,2]	nmd_immune_last_exon	C	TRUE	2	dark_green;firebrick	48	0	no_confident_nsd_tx	FALSE
ENST00000372441.2-chr6:43510205-43510345_F:1_P:0	firebrick	178,34,34	GENCODE_v50	ENST00000899667.2	nmd_predicted_50nt	none	FALSE	1	firebrick	7	0	no_confident_nsd_tx	FALSE
ENST00000372600.9+chr9:128886028-128886102_F:2_P:1_M	light_green	144,238,144	GENCODE_v50	ENST00001107531.1	nmd_unlikely_within_50nt	none	FALSE	2	light_green;firebrick	46	0	no_confident_nsd_tx	FALSE
ENST00000372748.8-chr1:40300937-40301002_F:0_P:17_M	dark_green	0,100,0	GENCODE_v50	ENST00000482722.5	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	29	0	no_confident_nsd_tx	FALSE
ENST00000372748.8-chr1:40307708-40311142_F:1_P:4_M	gold	255,215,0	GENCODE_v50	ENST00000482722.5	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	25	0	no_confident_nsd_tx	TRUE
ENST00000372806.8+chr20:45079708-45079728_F:2_P:106	dark_green	0,100,0	GENCODE_v50	ENST00000474717.4	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	10	0	no_confident_nsd_tx	FALSE
ENST00000372979.9-chr10:73133952-73134071_F:2_P:44	dark_green	0,100,0	ENCODE4	ENSG00000122882[1,9,1]	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	13	0	no_confident_nsd_tx	FALSE
ENST00000372989.6-chrX:100674972-100675124_F:1_P:33_M	dark_green	0,100,0	GENCODE_v50	ENST00000491602.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	38	0	no_confident_nsd_tx	FALSE
ENST00000373079.4-chrX:93671359-93671394_F:0_P:76_M	dark_green	0,100,0	GENCODE_v50	ENST00000475430.2	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	7	0	no_confident_nsd_tx	FALSE
ENST00000373106.6-chr1:36471486-36472117_F:1_P:9_M	gold	255,215,0	GENCODE_v50	ENST00000464365.3	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	33	0	no_confident_nsd_tx	TRUE
ENST00000373171.3-chr6:40378572-40378733_F:2_P:132_M	gold	255,215,0	GENCODE_v50	ENST00000700331.2	nmd_predicted_50nt	A	TRUE	1	gold	6	0	no_confident_nsd_tx	TRUE
ENST00000373191.9+chr1:36058624-36058890_F:2_P:106_M	light_green	144,238,144	GENCODE_v50	ENST00000246314.11	nmd_immune_last_exon	none	FALSE	1	light_green	13	0	no_confident_nsd_tx	FALSE
ENST00000373433.9+chr20:38090691-38091002_F:1_P:24_M	dark_green	0,100,0	ENCODE4	ENSG00000101413[8,13,1]	nmd_immune_last_exon	C	TRUE	3	dark_green;light_green;firebrick	27	0	no_confident_nsd_tx	FALSE
ENST00000373489.10+chr9:125747375-125748603_F:2_P:0	dark_green	0,100,0	GENCODE_v50	ENST00000497091.1	nmd_unlikely_within_50nt	B	TRUE	3	dark_green;light_green;firebrick	31	0	no_confident_nsd_tx	FALSE
ENST00000373489.10+chr9:125747375-125748603_F:2_P:0_alt_initiation_1	dark_green	0,100,0	GENCODE_v50	ENST00000497091.1	nmd_unlikely_within_50nt	B	TRUE	3	dark_green;light_green;firebrick	32	0	no_confident_nsd_tx	FALSE
ENST00000373517.4-chrX:73212993-73213097_F:2_P:8_M	dark_green	0,100,0	ENCODE4	ENSG00000186462[2,1,1]	not_applicable_single_exon	C	TRUE	2	dark_green;light_green	8	0	no_confident_nsd_tx	FALSE
ENST00000373517.4-chrX:73213760-73214092_F:1_P:9_M	light_green	144,238,144	GENCODE_v50	ENST00000373517.4	not_applicable_single_exon	none	FALSE	1	light_green	7	0	no_confident_nsd_tx	FALSE
ENST00000373517.4-chrX:73214207-73214386_F:1_P:4_M	light_green	144,238,144	GENCODE_v50	ENST00000373517.4	not_applicable_single_exon	none	FALSE	1	light_green	7	0	no_confident_nsd_tx	FALSE
ENST00000373521.4+chrX:73004596-73004784_F:1_P:15_M	light_green	144,238,144	GENCODE_v50	ENST00000373521.4	not_applicable_single_exon	none	FALSE	1	light_green	5	0	no_confident_nsd_tx	FALSE
ENST00000373521.4+chrX:73005289-73005489_F:1_P:21_M	light_green	144,238,144	GENCODE_v50	ENST00000373521.4	not_applicable_single_exon	none	FALSE	1	light_green	5	0	no_confident_nsd_tx	FALSE
ENST00000373537.7-chr20:37518336-37518512_F:2_P:8_M	light_green	144,238,144	GENCODE_v50	ENST00000373537.7	nmd_immune_last_exon	none	FALSE	1	light_green	30	0	no_confident_nsd_tx	FALSE
ENST00000373537.7-chr20:37519334-37527808_F:1_P:0_M	light_green	144,238,144	GENCODE_v50	ENST00000373537.7	nmd_immune_last_exon	none	FALSE	2	light_green;gold	8	0	no_confident_nsd_tx	TRUE
ENST00000373610.8+chr1:32195020-32195253_F:1_P:23	dark_green	0,100,0	ENCODE4	ENSG00000084652[1,4,1]	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	27	0	no_confident_nsd_tx	FALSE
ENST00000373610.8+chr1:32195020-32195253_F:1_P:23_alt_initiation_1	dark_green	0,100,0	ENCODE4	ENSG00000084652[1,4,1]	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	27	0	no_confident_nsd_tx	FALSE
ENST00000373610.8+chr1:32195020-32195253_F:1_P:23_alt_initiation_2	dark_green	0,100,0	ENCODE4	ENSG00000084652[1,4,1]	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	27	0	no_confident_nsd_tx	FALSE
ENST00000373812.8+chr1:28769011-28769151_F:2_P:28_M	dark_green	0,100,0	ENCODE4	ENSG00000198492[3,13,1]	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	44	0	no_confident_nsd_tx	FALSE
ENST00000374012.8+chr20:35948432-35948698_F:1_P:17_M	dark_green	0,100,0	ENCODE4	ENSG00000025293[7,22,14]	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	24	0	no_confident_nsd_tx	FALSE
ENST00000374023.8-chr6:34589102-34589191_F:2_P:34_M	dark_green	0,100,0	GENCODE_v50	ENST00000374021.2	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	19	0	no_confident_nsd_tx	FALSE
ENST00000374023.8-chr6:34589467-34589712_F:1_P:16_M	dark_green	0,100,0	GENCODE_v50	ENST00000374021.2	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	19	0	no_confident_nsd_tx	FALSE
ENST00000374212.5+chr9:113260909-113260968_F:1_P:9	dark_green	0,100,0	ENCODE4	ENSG00000136868[1,5,1]	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	22	0	no_confident_nsd_tx	FALSE
ENST00000374212.5+chr9:113260909-113260968_F:1_P:9_alt_initiation_1	dark_green	0,100,0	ENCODE4	ENSG00000136868[1,5,1]	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	22	0	no_confident_nsd_tx	FALSE
ENST00000374212.5+chr9:113260909-113260968_F:1_P:9_alt_initiation_2	dark_green	0,100,0	ENCODE4	ENSG00000136868[1,5,1]	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	22	0	no_confident_nsd_tx	FALSE
ENST00000374332.9+chr1:25618012-25686440_F:1_P:5_M	light_green	144,238,144	GENCODE_v50	ENST00001054940.1	nmd_immune_last_exon	none	FALSE	2	light_green;firebrick	23	0	no_confident_nsd_tx	FALSE
ENST00000374412.8-chr2:206737970-206738119_F:0_P:8_M	light_green	144,238,144	GENCODE_v50	ENST00000432911.5	nmd_immune_last_exon	none	FALSE	1	light_green	11	0	no_confident_nsd_tx	FALSE
ENST00000374580.10+chr2:202377210-202377281_F:0_P:6_M	firebrick	178,34,34	GENCODE_v50	ENST00001117077.1	nmd_predicted_50nt	none	FALSE	1	firebrick	21	0	no_confident_nsd_tx	FALSE
ENST00000374583.1-chrX:69162415-69162585_F:0_P:28	dark_green	0,100,0	GENCODE_v50	ENST00000477231.1	nmd_immune_last_exon	B	TRUE	3	dark_green;light_green;firebrick	18	0	no_confident_nsd_tx	FALSE
ENST00000374639.7+chr1:22643635-22643715_F:1_P:0	gold	255,215,0	GENCODE_v50	ENST00000695753.2	nmd_predicted_50nt	C	TRUE	2	gold;firebrick	13	0	no_confident_nsd_tx	TRUE
ENST00000374720.8+chr9:105395977-105395997_F:2_P:178	dark_green	0,100,0	GENCODE_v50	ENST00000436716.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	11	0	no_confident_nsd_tx	FALSE
ENST00000374762.4+chr9:104775240-104775470_F:2_P:42_M	light_green	144,238,144	GENCODE_v50	ENST00000374762.4	nmd_immune_last_exon	none	FALSE	1	light_green	4	0	no_confident_nsd_tx	FALSE
ENST00000374765.9-chr1:21597983-21598416_F:1_P:24	dark_green	0,100,0	ENCODE4	ENSG00000076864[8,20,1]	nmd_unlikely_within_50nt	C	TRUE	4	dark_green;light_green;gold;firebrick	79	0	no_confident_nsd_tx	TRUE
ENST00000374765.9-chr1:21597983-21598416_F:1_P:24_alt_initiation_1	dark_green	0,100,0	ENCODE4	ENSG00000076864[8,20,1]	nmd_unlikely_within_50nt	C	TRUE	4	dark_green;light_green;gold;firebrick	97	0	no_confident_nsd_tx	TRUE
ENST00000374831.8+chr6:32971180-32971969_F:1_P:2_M	gold	255,215,0	GENCODE_v50	ENST00000679099.1	nmd_predicted_50nt	B	TRUE	2	gold;firebrick	16	0	no_confident_nsd_tx	TRUE
ENST00000374874.8+chr9:101269933-101286114_F:1_P:3	light_green	144,238,144	GENCODE_v50	ENST00000456287.5	nmd_immune_last_exon	none	FALSE	3	light_green;gold;firebrick	14	0	no_confident_nsd_tx	TRUE
ENST00000374893.11-chr1:21221827-21225311_F:1_P:28	gold	255,215,0	GENCODE_v50	ENST00000357071.8	nmd_predicted_50nt	C	TRUE	2	gold;firebrick	25	0	no_confident_nsd_tx	TRUE
ENST00000375095.3+chr11:120332507-120332767_F:1_P:52_M	dark_green	0,100,0	GENCODE_v50	ENST00000531346.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	24	0	no_confident_nsd_tx	FALSE
ENST00000375118.1-chr9:97910747-97910827_F:1_P:33	gold	255,215,0	GENCODE_v50	ENST00000375118.1	nmd_predicted_50nt	C	TRUE	2	gold;firebrick	4	0	no_confident_nsd_tx	TRUE
ENST00000375118.1-chr9:97910747-97910827_F:1_P:33_alt_initiation_1	gold	255,215,0	GENCODE_v50	ENST00000375118.1	nmd_predicted_50nt	C	TRUE	2	gold;firebrick	4	0	no_confident_nsd_tx	TRUE
ENST00000375431.9-chr13:113350874-113363808_F:1_P:2_M	light_green	144,238,144	GENCODE_v50	ENST00001039157.1	nmd_unlikely_within_50nt	none	FALSE	2	light_green;firebrick	26	0	no_confident_nsd_tx	FALSE
ENST00000375437.7+chr2:165239615-165295803_F:2_P:3_M	light_green	144,238,144	GENCODE_v50	ENST00001113291.1	nmd_immune_last_exon	none	FALSE	2	light_green;firebrick	12	0	no_confident_nsd_tx	FALSE
ENST00000375437.7+chr2:165390608-165390712_F:1_P:20_M	dark_green	0,100,0	GENCODE_v50	ENST00000480032.4	nmd_immune_last_exon	B	TRUE	2	dark_green;light_green	16	0	no_confident_nsd_tx	FALSE
ENST00000375533.6+chr10:28677745-28677780_F:1_P:2_M	gold	255,215,0	GENCODE_v50	ENST00000497699.1	nmd_predicted_50nt	B	TRUE	2	gold;firebrick	15	0	no_confident_nsd_tx	TRUE
ENST00000375647.5+chr1:22527995-22528069_F:1_P:77	light_green	144,238,144	GENCODE_v50	ENST00000374651.9	nmd_immune_last_exon	none	FALSE	1	light_green	18	0	no_confident_nsd_tx	FALSE
ENST00000375647.5+chr1:22527995-22528069_F:1_P:77_alt_initiation_1	light_green	144,238,144	GENCODE_v50	ENST00000374651.9	nmd_immune_last_exon	none	FALSE	1	light_green	18	0	no_confident_nsd_tx	FALSE
ENST00000375712.4+chr20:32277681-32309717_F:0_P:0_M	firebrick	178,34,34	GENCODE_v50	ENST00000375712.4	nmd_predicted_50nt	none	FALSE	1	firebrick	6	0	no_confident_nsd_tx	FALSE
ENST00000375774.3+chr13:110715298-110715363_F:1_P:3	gold	255,215,0	GENCODE_v50	ENST00000375774.4	nmd_predicted_50nt	C	TRUE	2	gold;firebrick	4	0	no_confident_nsd_tx	TRUE
ENST00000375895.6-chr6:31664256-31664330_F:1_P:6_M	light_green	144,238,144	GENCODE_v50	ENST00000445768.5	nmd_immune_last_exon	none	FALSE	2	light_green;firebrick	55	0	no_confident_nsd_tx	FALSE
ENST00000375911.2-chr6:31658378-31658593_F:1_P:22	dark_green	0,100,0	ENCODE4	ENSG00000204438[8,10,5]	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	6	0	no_confident_nsd_tx	FALSE
ENST00000375911.2-chr6:31658378-31658593_F:1_P:22_alt_initiation_1	dark_green	0,100,0	ENCODE4	ENSG00000204438[8,10,5]	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	6	0	no_confident_nsd_tx	FALSE
ENST00000375911.2-chr6:31658378-31658593_F:1_P:22_alt_initiation_2	dark_green	0,100,0	ENCODE4	ENSG00000204438[8,10,5]	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	6	0	no_confident_nsd_tx	FALSE
ENST00000375911.2-chr6:31659004-31659096_F:0_P:27	dark_green	0,100,0	ENCODE4	ENSG00000204438[8,10,5]	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	6	0	no_confident_nsd_tx	FALSE
ENST00000376062.6-chr20:31722274-31722378_F:0_P:1_M	firebrick	178,34,34	GENCODE_v50	ENST00000376062.6	nmd_predicted_50nt	none	FALSE	1	firebrick	8	0	no_confident_nsd_tx	FALSE
ENST00000376292.8-chr11:75428612-75429976_F:1_P:2	gold	255,215,0	GENCODE_v50	ENST00000376292.8	nmd_predicted_50nt	C	TRUE	2	gold;firebrick	10	0	no_confident_nsd_tx	TRUE
ENST00000376352.6+chr17:55165677-55165748_F:1_P:150	light_green	144,238,144	GENCODE_v50	ENST00000933366.2	nmd_immune_last_exon	none	FALSE	1	light_green	10	0	no_confident_nsd_tx	FALSE
ENST00000376352.6+chr17:55165677-55165748_F:1_P:150_alt_initiation_1	light_green	144,238,144	GENCODE_v50	ENST00000933366.2	nmd_immune_last_exon	none	FALSE	1	light_green	10	0	no_confident_nsd_tx	FALSE
ENST00000376362.1-chr9:83748807-83748938_F:2_P:6	gold	255,215,0	GENCODE_v50	ENST00000376362.1	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	4	0	no_confident_nsd_tx	TRUE
ENST00000376362.1-chr9:83748994-83749047_F:0_P:3	gold	255,215,0	GENCODE_v50	ENST00000376362.1	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	4	0	no_confident_nsd_tx	TRUE
ENST00000376362.1-chr9:83748994-83749047_F:0_P:3_alt_initiation_1	gold	255,215,0	GENCODE_v50	ENST00000376362.1	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	4	0	no_confident_nsd_tx	TRUE
ENST00000376363.5-chr10:25016014-25016154_F:0_P:0	gold	255,215,0	ESPRESSO	ENST00000376363.5	nmd_predicted_50nt	B	TRUE	2	gold;firebrick	10	0	no_confident_nsd_tx	TRUE
ENST00000376363.5-chr10:25016014-25016154_F:0_P:0_alt_initiation_1	gold	255,215,0	ESPRESSO	ENST00000376363.5	nmd_predicted_50nt	B	TRUE	2	gold;firebrick	10	0	no_confident_nsd_tx	TRUE
ENST00000376363.5-chr10:25016014-25016154_F:0_P:0_alt_initiation_2	gold	255,215,0	ESPRESSO	ENST00000376363.5	nmd_predicted_50nt	B	TRUE	2	gold;firebrick	10	0	no_confident_nsd_tx	TRUE
ENST00000376597.9+chr9:78236224-78236544_F:1_P:1	gold	255,215,0	GENCODE_v50	ENST00000476652.2	nmd_predicted_50nt	B	TRUE	2	gold;firebrick	70	0	no_confident_nsd_tx	TRUE
ENST00000376597.9+chr9:78236224-78236544_F:1_P:1_alt_initiation_1	gold	255,215,0	GENCODE_v50	ENST00000476652.2	nmd_predicted_50nt	B	TRUE	2	gold;firebrick	70	0	no_confident_nsd_tx	TRUE
ENST00000376736.6-chr9:76387317-76387409_F:1_P:10_M	dark_green	0,100,0	GENCODE_v50	ENST00000472900.5	nmd_immune_last_exon	B	TRUE	2	dark_green;light_green	19	0	no_confident_nsd_tx	FALSE
ENST00000376896.8+chr9:74497425-74497523_F:0_P:2_M	firebrick	178,34,34	GENCODE_v50	ENST00000376896.8	nmd_predicted_50nt	none	FALSE	1	firebrick	5	0	no_confident_nsd_tx	FALSE
ENST00000376962.10-chr9:72354216-72354299_F:1_P:41	light_green	144,238,144	GENCODE_v50	ENST00000896948.2	nmd_immune_last_exon	none	FALSE	1	light_green	31	0	no_confident_nsd_tx	FALSE
ENST00000376962.10-chr9:72354216-72354299_F:1_P:41_alt_initiation_1	light_green	144,238,144	GENCODE_v50	ENST00000896948.2	nmd_immune_last_exon	none	FALSE	1	light_green	31	0	no_confident_nsd_tx	FALSE
ENST00000376962.10-chr9:72354216-72354299_F:1_P:41_alt_initiation_2	light_green	144,238,144	GENCODE_v50	ENST00000896948.2	nmd_immune_last_exon	none	FALSE	1	light_green	31	0	no_confident_nsd_tx	FALSE
ENST00000377034.9-chr6:29609275-29612610_F:0_P:17_M	gold	255,215,0	GENCODE_v50	ENST00000377012.10	nmd_predicted_50nt	C	TRUE	2	gold;firebrick	15	0	no_confident_nsd_tx	TRUE
ENST00000377084.3-chr13:83881876-83881929_F:0_P:3_M	light_green	144,238,144	GENCODE_v50	ENST00000377084.3	not_applicable_single_exon	none	FALSE	1	light_green	5	0	no_confident_nsd_tx	FALSE
ENST00000377107.7+chrX:47245407-47247154_F:1_P:27	gold	255,215,0	GENCODE_v50	ENST00000497179.1	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	61	0	no_confident_nsd_tx	TRUE
ENST00000377107.7+chrX:47245407-47247154_F:1_P:27_alt_initiation_1	gold	255,215,0	GENCODE_v50	ENST00000497179.1	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	61	0	no_confident_nsd_tx	TRUE
ENST00000377191.5+chr20:21344202-21348350_F:1_P:19_M	firebrick	178,34,34	GENCODE_v50	ENST00000903941.2	nmd_predicted_50nt	none	FALSE	1	firebrick	32	0	no_confident_nsd_tx	FALSE
ENST00000377199.4-chr6:28923535-28923984_F:0_P:0	firebrick	178,34,34	GENCODE_v50	ENST00000984134.1	nmd_predicted_50nt	none	FALSE	1	firebrick	28	0	no_confident_nsd_tx	FALSE
ENST00000377199.4-chr6:28923535-28923984_F:0_P:0_alt_initiation_1	firebrick	178,34,34	GENCODE_v50	ENST00000984134.1	nmd_predicted_50nt	none	FALSE	1	firebrick	30	0	no_confident_nsd_tx	FALSE
ENST00000377269.3+chrX:47208656-47209033_F:2_P:4_M	gold	255,215,0	GENCODE_v50	ENST00000377269.4	nmd_predicted_50nt	C	TRUE	2	gold;firebrick	4	0	no_confident_nsd_tx	TRUE
ENST00000377365.4-chr5:169862453-169862605_F:1_P:77	light_green	144,238,144	GENCODE_v50	ENST00000377365.4	nmd_immune_last_exon	none	FALSE	1	light_green	4	0	no_confident_nsd_tx	FALSE
ENST00000377365.4-chr5:169862453-169862605_F:1_P:77_alt_initiation_1	light_green	144,238,144	GENCODE_v50	ENST00000377365.4	nmd_immune_last_exon	none	FALSE	1	light_green	4	0	no_confident_nsd_tx	FALSE
ENST00000377614.7+chr9:62432881-62434258_F:0_P:5_M	dark_green	0,100,0	GENCODE_v50	ENST00000377614.8	nmd_immune_last_exon	A	TRUE	1	dark_green	17	0	no_confident_nsd_tx	FALSE
ENST00000377614.7+chr9:62435126-62435197_F:0_P:32_M	nsd_disrupted	106,61,154	GENCODE_v50	ENST00000377614.8	nsd_predicted_no_stop	A	TRUE	2	dark_green;nsd_disrupted	19	16	confident_nsd_uncontradicted	FALSE
ENST00000377767.9-chr13:72758716-72758904_F:0_P:109_M	light_green	144,238,144	GENCODE_v50	ENST00000929767.2	nmd_immune_last_exon	none	FALSE	1	light_green	14	0	no_confident_nsd_tx	FALSE
ENST00000377770.8+chr7:154893106-154893186_F:2_P:49_M	dark_green	0,100,0	GENCODE_v50	ENST00000706155.1	nmd_immune_last_exon	BC	TRUE	2	dark_green;light_green	14	0	no_confident_nsd_tx	FALSE
ENST00000377770.8+chr7:154893346-154893546_F:2_P:52_M	dark_green	0,100,0	GENCODE_v50	ENST00000427557.2	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	10	0	no_confident_nsd_tx	FALSE
ENST00000377842.7-chr1:6358870-6358902_F:0_P:2_M	gold	255,215,0	GENCODE_v50	ENST00000377842.8	nmd_predicted_50nt	C	TRUE	2	gold;firebrick	4	0	no_confident_nsd_tx	TRUE
ENST00000377861.4-chr13:67207684-67207734_F:1_P:386	light_green	144,238,144	GENCODE_v50	ENST00000377861.5	nmd_immune_last_exon	none	FALSE	1	light_green	6	0	no_confident_nsd_tx	FALSE
ENST00000377861.4-chr13:67207684-67207734_F:1_P:386_alt_initiation_1	light_green	144,238,144	GENCODE_v50	ENST00000377861.5	nmd_immune_last_exon	none	FALSE	1	light_green	6	0	no_confident_nsd_tx	FALSE
ENST00000377861.4-chr13:67227096-67227155_F:0_P:43_M	light_green	144,238,144	GENCODE_v50	ENST00000377861.5	nmd_immune_last_exon	none	FALSE	2	light_green;firebrick	18	0	no_confident_nsd_tx	FALSE
ENST00000377861.4-chr13:67228034-67228078_F:2_P:19	light_green	144,238,144	GENCODE_v50	ENST00000377861.5	nmd_immune_last_exon	none	FALSE	2	light_green;firebrick	18	0	no_confident_nsd_tx	FALSE
ENST00000377934.4-chrX:45200609-45200650_F:1_P:3_M	light_green	144,238,144	GENCODE_v50	ENST00001128675.1	nmd_unlikely_within_50nt	none	FALSE	2	light_green;firebrick	18	0	no_confident_nsd_tx	FALSE
ENST00000378024.9-chr11:62528146-62528190_F:0_P:144_M	light_green	144,238,144	GENCODE_v50	ENST00000378024.9	nmd_immune_last_exon	none	FALSE	1	light_green	5	0	no_confident_nsd_tx	FALSE
ENST00000378119.9-chr6:24705404-24705592_F:2_P:29	dark_green	0,100,0	GENCODE_v50	ENST00000378102.4	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	24	0	no_confident_nsd_tx	FALSE
ENST00000378119.9-chr6:24705404-24705592_F:2_P:29_alt_initiation_1	dark_green	0,100,0	GENCODE_v50	ENST00000378102.4	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	24	0	no_confident_nsd_tx	FALSE
ENST00000378119.9-chr6:24705404-24705592_F:2_P:29_alt_initiation_2	dark_green	0,100,0	GENCODE_v50	ENST00000378102.4	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	24	0	no_confident_nsd_tx	FALSE
ENST00000378126.4+chr5:140828127-140828468_F:0_P:3_M	dark_green	0,100,0	ESPRESSO	ENST00000378126.4	not_applicable_single_exon	BC	TRUE	3	dark_green;light_green;firebrick	9	0	no_confident_nsd_tx	FALSE
ENST00000378165.9-chr10:15135333-15135356_F:1_P:4_M	gold	255,215,0	GENCODE_v50	ENST00000478580.1	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	38	0	no_confident_nsd_tx	TRUE
ENST00000378179.9-chrX:41553909-41561635_F:0_P:19_M	gold	255,215,0	GENCODE_v50	ENST00000472704.3	nmd_predicted_50nt	BC	TRUE	2	gold;firebrick	27	0	no_confident_nsd_tx	TRUE
ENST00000378204.7-chr8:118110964-118111215_F:0_P:7_M	firebrick	178,34,34	GENCODE_v50	ENST00000378204.7	nmd_predicted_50nt	none	FALSE	1	firebrick	6	0	no_confident_nsd_tx	FALSE
ENST00000378256.3+chr2:52572083-52572328_F:2_P:7_M	dark_green	0,100,0	GENCODE_v50	ENST00000378256.3	not_applicable_single_exon	A	TRUE	1	dark_green	3	0	no_confident_nsd_tx	FALSE
ENST00000378312.8+chr11:57740127-57740471_F:0_P:14_M	light_green	144,238,144	GENCODE_v50	ENST00000713948.2	nmd_immune_last_exon	none	FALSE	2	light_green;firebrick	79	0	no_confident_nsd_tx	FALSE
ENST00000378339.7+chr5:138446188-138446472_F:1_P:19_M	light_green	144,238,144	GENCODE_v50	ENST00000903313.2	nmd_immune_last_exon	none	FALSE	1	light_green	24	0	no_confident_nsd_tx	FALSE
ENST00000378353.5+chr6:24403001-24405168_F:2_P:0_M	gold	255,215,0	GENCODE_v50	ENST00000483634.1	nmd_predicted_50nt	B	TRUE	2	gold;firebrick	72	0	no_confident_nsd_tx	TRUE
ENST00000378454.8-chr6:24301785-24301820_F:2_P:17	firebrick	178,34,34	GENCODE_v50	ENST00000378454.8	nmd_predicted_50nt	none	FALSE	1	firebrick	13	0	no_confident_nsd_tx	FALSE
ENST00000378494.8+chr2:44361949-44362098_F:1_P:0	firebrick	178,34,34	GENCODE_v50	ENST00001060062.1	nmd_predicted_50nt	none	FALSE	1	firebrick	14	0	no_confident_nsd_tx	FALSE
ENST00000378509.9-chr7:134291507-134291821_F:2_P:64_M	light_green	144,238,144	GENCODE_v50	ENST00000966638.2	nmd_immune_last_exon	none	FALSE	1	light_green	11	0	no_confident_nsd_tx	FALSE
ENST00000378526.9+chr17:35005300-35005449_F:1_P:65_M	dark_green	0,100,0	ENCODE4	ENSG00000005156[1,21,18]	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	26	0	no_confident_nsd_tx	FALSE
ENST00000378718.2+chr13:43968936-43969250_F:0_P:3_M	dark_green	0,100,0	GENCODE_v50	ENST00000378718.2	not_applicable_single_exon	BC	TRUE	2	dark_green;light_green	4	0	no_confident_nsd_tx	FALSE
ENST00000379102.8-chr17:27879059-27879310_F:0_P:4_M	light_green	144,238,144	GENCODE_v50	ENST00000460380.7	nmd_immune_last_exon	none	FALSE	1	light_green	35	0	no_confident_nsd_tx	FALSE
ENST00000379151.9+chr13:45008863-45015021_F:0_P:4_M	gold	255,215,0	GENCODE_v50	ENST00000357537.4	nmd_predicted_50nt	C	TRUE	2	gold;firebrick	30	0	no_confident_nsd_tx	TRUE
ENST00000379151.9+chr13:45015532-45027830_F:0_P:10_M	light_green	144,238,144	GENCODE_v50	ENST00000976269.1	nmd_immune_last_exon	none	FALSE	3	light_green;gold;firebrick	32	0	no_confident_nsd_tx	TRUE
ENST00000379151.9+chr13:45029880-45029927_F:0_P:54	light_green	144,238,144	GENCODE_v50	ENST00000361121.7	nmd_immune_last_exon	none	FALSE	2	light_green;firebrick	13	0	no_confident_nsd_tx	FALSE
ENST00000379153.4+chr6:14136103-14136315_F:0_P:24_M	dark_green	0,100,0	GENCODE_v50	ENST00000612003.5	nmd_immune_last_exon	C	TRUE	2	dark_green;light_green	25	0	no_confident_nsd_tx	FALSE
ENST00000379380.9+chr5:131200429-131200575_F:1_P:37_M	light_green	144,238,144	GENCODE_v50	ENST00001100052.1	nmd_immune_last_exon	none	FALSE	1	light_green	20	0	no_confident_nsd_tx	FALSE
ENST00000379380.9+chr5:131204212-131204268_F:1_P:122	light_green	144,238,144	GENCODE_v50	ENST00001100052.1	nmd_immune_last_exon	none	FALSE	1	light_green	15	0	no_confident_nsd_tx	FALSE
