orf_id,smorf_type,Database,in_cohort,qc_flags,disposition,n_peptides,has_site
ENST00000396037.9-chr12:22194551-22194583_F:1_P:167,dORF,Salk,True,[],analysed,1,False
ENST00000610262.2+chr2:86195298-86195681_F:0_P:3,lncRNA,Salk,True,[],analysed,1,True
ENST00000451604.7-chr12:23532321-23532389_F:2_P:86,dORF,Salk,True,[],analysed,1,True
ENST00000609827.1+chr7:105572624-105572710_F:2_P:29,lncRNA,Salk,True,[],analysed,1,False
ENST00000261667.8-chr13:49705665-49705739_F:1_P:28,iORF,Salk,True,[],analysed,1,True
ENST00000444945.1-chr19:11666072-11666245_F:1_P:23,psORF,Salk,True,[],analysed,1,True
ENST00000366927.3+chr1:219179151-219193132_F:1_P:2,iORF,Salk,True,[],analysed,1,True
ENST00000539605.5-chr12:132726132-132726236_F:1_P:110,dORF,Salk,True,[],analysed,1,False
ENST00000623075.1+chr22:45662778-45662852_F:0_P:100,lncRNA,Salk,True,[],analysed,2,False
ENST00000443361.1+chr9:105522617-105522637_F:2_P:63,psORF,Salk,True,[],analysed,1,False
ESPRESSO_chr16_11390_26-chr16:49491117-49491143_F:0_P:6,dORF,Salk,True,[],analysed,1,False
ESPRESSO_chr15_10249_7+chr15:64130263-64130313_F:1_P:6,daoORF,Salk,True,[],analysed,1,False
ENST00000290231.11-chr20:46062845-46063383_F:0_P:10,iORF,Salk,True,[],analysed,1,True
ENST00000687653.2+chr6:13328575-13328640_F:1_P:0,lncRNA,Salk,True,[],analysed,1,False
ENST00000617058.1+chr10:125001283-125001327_F:1_P:52,lncRNA,Salk,True,[],analysed,1,False
ENST00000375911.2-chr6:31659004-31659096_F:0_P:27,daoORF,Salk,True,[],analysed,2,False
ENST00000699557.1+chr1:160355582-160355617_F:2_P:20,iORF,Salk,True,[],analysed,1,False
ENST00000565768.3+chr16:56617423-56618753_F:1_P:0,psORF,Salk,True,[],analysed,1,False
ENST00000678499.1+chr2:169584845-169584877_F:2_P:1,uORF,Salk,True,[],analysed,1,False
ENST00000303596.3+chr16:67842320-67842490_F:2_P:0,uORF,Salk,True,[],analysed,2,False
ENST00000568144.1-chr16:11881297-11881374_F:0_P:22,lncRNA,Salk,True,[],analysed,1,False
ENST00000225724.9+chr17:30523442-30523768_F:0_P:30,dORF,Salk,True,[],analysed,2,True
ENST00000664457.1-chr6:44093006-44093125_F:1_P:31,lncRNA,Salk,True,[],analysed,2,False
ESPRESSO_chr9_30453_20-chr9:113275446-113275544_F:2_P:2,uORF,Salk,True,[],analysed,1,False
ENST00000563261.7+chr16:88663299-88671297_F:0_P:0,lncRNA,Salk,True,[],analysed,1,True
ESPRESSO_chr7_26684_8-chr7:26192102-26196467_F:2_P:0,Iso,Salk,True,[],analysed,1,False
ENST00000556883.1-chr14:93183965-93184003_F:2_P:6,iORF,Salk,True,[],analysed,1,True
ENST00000351677.7+chr12:112508828-112508974_F:0_P:120,dORF,Salk,True,[],analysed,1,True
ENST00000420283.3-chr6:116250892-116250963_F:0_P:20,dORF,Salk,True,[],analysed,1,True
ENST00000290583.9-chr1:151716366-151716665_F:2_P:2,uaORF,Salk,True,[],analysed,1,True
ENST00000453779.6+chr6:163414651-163414809_F:1_P:1,uORF,Salk,True,[],analysed,4,True
ENST00000350499.6+chr9:132883956-132887454_F:0_P:2,iORF,Salk,True,[],analysed,1,True
ENST00000686603.1-chr15:52310248-52310322_F:1_P:94,dORF,Salk,True,[],analysed,1,False
ENST00000569927.2+chr4:98659758-98659853_F:0_P:5,lncRNA,Salk,True,[],analysed,1,True
ENST00000258418.10+chr2:230712961-230760096_F:1_P:1,uoORF,Salk,True,[],analysed,2,True
ENST00000528663.1-chr8:144449953-144450378_F:1_P:53,dORF,Salk,True,[],analysed,4,False
ENST00000503569.5+chr4:6287175-6289024_F:0_P:4,iORF,Salk,True,[],analysed,2,False
ENST00000479815.5+chr1:26473977-26475145_F:0_P:11,Iso,Salk,True,[],analysed,1,True
ENST00000609937.2+chr4:140756411-140756632_F:2_P:0,lncRNA,Salk,True,[],analysed,3,False
ENST00000327347.10-chr10:13317686-13317835_F:2_P:55,dORF,Salk,True,[],analysed,2,False
ESPRESSO_chr1_840_11+chr1:46303817-46316581_F:2_P:3,Iso,Salk,True,[],analysed,1,False
ENST00000439238.3+chr17:8289991-8290080_F:2_P:11,dORF,Salk,True,[],analysed,2,False
ENST00000457540.1+chr1:630141-630203_F:0_P:6,psORF,Salk,True,[],analysed,1,False
ESPRESSO_chr22_19826_13+chr22:42588224-42601411_F:2_P:1,eORF,Salk,True,[],analysed,1,False
ENST00000265028.8+chr3:186570804-186572106_F:0_P:2,uoORF,Salk,True,[],analysed,1,False
ENST00000298355.7-chr14:50982049-50998051_F:2_P:29,iORF,Salk,True,[],analysed,1,False
ENST00000264414.9-chr2:224585000-224585266_F:1_P:2,uoORF,Salk,True,[],analysed,1,True
ENST00000182527.4-chr6:52498434-52498625_F:2_P:75,dORF,Salk,True,[],analysed,1,False
ENST00000617888.1-chr17:81481118-81481516_F:1_P:2,lncRNA,Salk,True,[],analysed,1,True
ENST00000624339.1+chr1:33163722-33163805_F:0_P:15,eORF,Salk,True,[],analysed,1,True
ENST00000492865.1-chr9:83969416-83970912_F:0_P:10,Iso,Salk,True,[],analysed,1,False
ENST00000594816.1-chr19:58429063-58429176_F:0_P:35,lncRNA,Salk,True,[],analysed,1,False
ENST00000320431.8-chr3:49716847-49717008_F:0_P:12,dORF,Salk,True,[],analysed,1,False
ENST00000497565.3+chr3:9742901-9742948_F:2_P:9,daoORF,Salk,True,[],analysed,1,False
ESPRESSO_chr19_14304_39-chr19:12797084-12800191_F:2_P:8,Iso,Salk,True,[],analysed,1,False
ENST00000587620.1+chr19:56315609-56315695_F:2_P:7,lncRNA,Salk,True,[],analysed,1,False
ESPRESSO_chr5_24152_30+chr5:132640729-132642361_F:1_P:0,Iso,Salk,True,[],analysed,1,False
ENST00000588657.6+chr19:10690880-10691002_F:1_P:48,dORF,Salk,True,[],analysed,1,True
ENST00000588420.1-chr19:45640942-45641028_F:0_P:17,iORF,Salk,True,[],analysed,1,True
ENST00000468748.7+chr3:184143925-184143969_F:0_P:28,iORF,Salk,True,[],analysed,1,False
ENST00000571555.1+chr17:3035948-3036022_F:2_P:30,dORF,Salk,True,[],analysed,1,False
ENST00000494114.1+chr1:40070471-40070554_F:2_P:0,iORF,Salk,True,[],analysed,1,False
ENST00000328933.10+chr22:39383765-39383845_F:0_P:18,dORF,Salk,True,[],analysed,1,True
ENST00000394708.7-chr4:106045625-106045729_F:2_P:18,dORF,Salk,True,[],analysed,1,True
ENST00000399562.9-chr22:19442807-19442932_F:2_P:19,daORF,Salk,True,[],analysed,1,True
ENST00000680070.1-chr6:3224645-3224728_F:0_P:22,dORF,Salk,True,[],analysed,1,True
ENST00000692162.1+chr3:184183053-184183082_F:1_P:25,daORF,Salk,True,[],analysed,1,True
ESPRESSO_chr19_13986_24+chr19:1105406-1105736_F:2_P:1,Iso,Salk,True,[],analysed,1,False
ESPRESSO_chr1_1872_47+chr1:154220975-154225095_F:2_P:1,uORF,Salk,True,[],analysed,2,True
ENST00000506636.1-chr4:121828160-121828252_F:0_P:58,iORF,Salk,True,[],analysed,1,True
ENST00000291295.14+chr19:46609841-46609924_F:2_P:7,dORF,Salk,True,[],analysed,1,True
ENST00000538077.3-chr13:110866507-110866554_F:0_P:60,lncRNA,Salk,True,[],analysed,1,False
ENST00000260643.7-chr2:27132257-27132701_F:1_P:10,daoORF,Salk,True,[],analysed,1,False
ENST00000282561.4+chr6:121448283-121448384_F:2_P:22,dORF,Salk,True,[],analysed,1,False
ENST00000441076.7-chrX:103676513-103676623_F:1_P:12,iORF,Salk,True,[],analysed,1,True
ESPRESSO_chr2_15825_7-chr2:31284428-31284490_F:1_P:22,eORF,Salk,True,[],analysed,1,False
ENST00000504548.4+chr8:143601542-143601805_F:2_P:18,dORF,Salk,True,[],analysed,1,True
ENST00000270176.10+chr11:65538032-65538082_F:2_P:19,iORF,Salk,True,[],analysed,1,False
ENST00000614517.1+chr5:149412330-149412551_F:0_P:71,lncRNA,Salk,True,[],analysed,1,True
ENST00000381883.5+chr9:4665105-4665131_F:0_P:41,dORF,Salk,True,[],analysed,1,False
ENST00000340634.6-chr3:142958529-142958564_F:2_P:75,daORF,Salk,True,[],analysed,1,False
ENST00000589996.5+chr19:36121669-36125776_F:0_P:8,Iso,Salk,True,[],analysed,2,False
ESPRESSO_chr7_26561_18-chr7:10933639-10940112_F:0_P:2,N-Iso,Salk,True,[],analysed,1,True
ENST00000568031.1-chr16:88178352-88178444_F:2_P:1,lncRNA,Salk,True,[],analysed,1,False
ENST00000400968.7+chr1:193088002-193088091_F:0_P:87,daORF,Salk,True,[],analysed,1,True
ENST00000608372.6+chr4:140382677-140382814_F:0_P:35,dORF,Salk,True,[],analysed,1,True
ESPRESSO_chr17_12716_21-chr17:44093191-44093599_F:2_P:3,iORF,Salk,True,[],analysed,1,False
ENST00000622856.1+chr14:70822005-70823836_F:0_P:0,lncRNA,Salk,True,[],analysed,1,True
ENST00000252321.5+chr12:5044210-5044539_F:1_P:5,iORF,Salk,True,[],untestable_no_peptide,0,
ENST00000596161.5+chr19:46003506-46003541_F:0_P:4,iORF,Salk,True,[],analysed,1,True
ESPRESSO_chrX_31195_41-chrX:47572937-47574024_F:0_P:0,iORF,Salk,True,[],analysed,1,False
ESPRESSO_chrX_31195_40-chrX:47572867-47574024_F:0_P:0,Iso,Salk,True,[],analysed,1,False
ENST00000375118.1-chr9:97910747-97910827_F:1_P:33,uaORF,Salk,True,[],analysed,1,True
ENST00000280571.10-chr12:123430631-123436178_F:2_P:2,iORF,Salk,True,[],analysed,1,True
ENST00000620254.5+chr5:157393870-157393989_F:2_P:70,dORF,Salk,True,[],analysed,1,True
ENST00000467662.5-chr6:30677288-30679243_F:0_P:3,iORF,Salk,True,[],analysed,1,True
ESPRESSO_chr2_15843_2+chr2:32916199-32916625_F:1_P:0,lncRNA,Salk,True,[],analysed,1,True
ENST00000598970.2+chr11:77473625-77473732_F:2_P:1,lncRNA,Salk,True,[],analysed,1,True
ENST00000624514.1-chr17:18108863-18108961_F:1_P:21,eORF,Salk,True,[],analysed,1,True
ENST00000464344.6-chr2:241074208-241074300_F:2_P:25,iORF,Salk,True,[],analysed,1,True
ENST00000557824.1+chr15:88650116-88650181_F:2_P:49,iORF,Salk,True,[],analysed,1,True
ENST00000559381.5-chr15:40290068-40291132_F:1_P:1,iORF,Salk,True,[],analysed,3,True
ENST00000350777.7+chr11:119135386-119135487_F:1_P:50,dORF,Salk,True,[],analysed,2,False
ENST00000234038.11+chr2:241182905-241183039_F:2_P:3,daORF,Salk,True,[],analysed,1,True
ENST00000628855.1+chr7:32761712-32761783_F:2_P:21,lncRNA,Salk,True,[],analysed,1,True
ESPRESSO_chr11_4773_3+chr11:23189108-23189185_F:1_P:22,lncRNA,Salk,True,[],analysed,1,True
ENST00000256178.8-chr11:10558267-10558296_F:2_P:29,dORF,Salk,True,[],analysed,1,True
ENST00000630330.2-chr2:203495337-203535333_F:0_P:0,uoORF,Salk,True,[],analysed,2,False
ESPRESSO_chr5_23121_13+chr5:1801697-1815913_F:2_P:0,Iso,Salk,True,[],analysed,1,True
ESPRESSO_chr11_5447_8+chr11:65919426-65920372_F:0_P:0,uoORF,Salk,True,[],analysed,7,True
ESPRESSO_chr1_400_17-chr1:22643635-22647825_F:0_P:4,eORF,Salk,True,[],analysed,1,True
ENST00000309235.6+chr9:111533825-111534306_F:0_P:15,iORF,Salk,True,[],analysed,1,True
ENST00000265849.12-chr7:5971463-5971741_F:0_P:82,dORF,Salk,True,[],untestable_no_peptide,0,
ENST00000230671.7+chr5:150210109-150210138_F:0_P:31,daORF,Salk,True,[],analysed,1,False
ESPRESSO_chr15_10321_3-chr15:70666866-70666907_F:2_P:13,iORF,Salk,True,[],analysed,1,False
ENST00000323144.12-chr1:154170695-154171428_F:1_P:23,daoORF,Salk,True,[],analysed,1,False
ENST00000610020.2+chr1:92389197-92389313_F:1_P:67,dORF,Salk,True,[],analysed,1,False
ENST00000620791.1-chr15:90074537-90074581_F:1_P:28,lncRNA,Salk,True,[],analysed,1,False
ESPRESSO_chr1_0_13-chr1:15895-16876_F:0_P:6,psORF,Salk,True,[],analysed,1,False
ENST00000393437.8-chr2:100274193-100274237_F:1_P:202,dORF,Salk,True,[],analysed,1,True
ENST00000604456.1+chr14:23294523-23294636_F:0_P:10,psORF,Salk,True,[],analysed,1,True
ENST00000488824.1-chr1:109737745-109738113_F:0_P:9,iORF,Salk,True,[],analysed,1,False
ENST00000484980.5-chr17:28549317-28549430_F:2_P:37,uaORF,Salk,True,[],analysed,1,True
ENST00000302475.9-chr5:113023471-113023527_F:0_P:75,dORF,Salk,True,[],analysed,2,False
ENST00000562669.1-chr18:67484012-67484044_F:1_P:20,lncRNA,Salk,True,[],analysed,1,False
ENST00000359154.7+chr16:69940719-69940805_F:0_P:43,dORF,Salk,True,[],analysed,1,False
ESPRESSO_chr12_6729_45-chr12:47791285-47791947_F:0_P:0,daoORF,Salk,True,[],analysed,1,True
ESPRESSO_chrX_31195_40-chrX:47572937-47574025_F:1_P:0,iORF,Salk,True,[],analysed,1,False
ENST00000507592.5-chr4:151672832-151672888_F:1_P:6,daoORF,Salk,True,[],analysed,1,False
ENST00000623966.2+chr19:16574330-16574371_F:2_P:21,lncRNA,Salk,True,[],analysed,1,False
ENST00000331222.6+chr8:1784690-1784755_F:0_P:69,daORF,Salk,True,[],analysed,2,False
ESPRESSO_chr10_4281_3-chr10:120846497-120846580_F:1_P:0,lncRNA,Salk,True,[],analysed,1,False
ENST00000427836.8-chr2:207861222-207946367_F:1_P:34,iORF,Salk,True,[],analysed,1,True
ENST00000399506.9-chr17:7189924-7190037_F:1_P:29,dORF,Salk,True,[],analysed,1,False
ENST00000603676.1+chr11:95144769-95144858_F:0_P:15,psORF,Salk,True,[],analysed,1,True
ENST00000367265.9-chr1:202726481-202726504_F:2_P:154,daoORF,Salk,True,[],analysed,1,False
ENST00000558441.1-chr15:32718742-32718993_F:0_P:1,lncRNA,Salk,True,[],analysed,2,True
ENST00000393408.7-chr17:48070499-48070540_F:1_P:22,dORF,Salk,True,[],analysed,1,True
ENST00000467270.1+chr5:33162354-33162515_F:0_P:1,psORF,Salk,True,[],analysed,1,True
ENST00000319928.9-chr1:46610160-46613176_F:1_P:2,iORF,Salk,True,[],analysed,1,True
ESPRESSO_chr19_14473_10-chr19:18593606-18593794_F:2_P:1,eORF,Salk,True,[],analysed,1,True
ENST00000296149.9-chr3:47513609-47513710_F:1_P:0,uORF,Salk,True,[],analysed,1,True
ENST00000296792.9+chr5:73582213-73582305_F:2_P:50,dORF,Salk,True,[],analysed,1,True
ENST00000297737.11-chr8:40532126-40532185_F:0_P:16,dORF,Salk,True,[],analysed,1,True
ENST00000374874.8+chr9:101269933-101286114_F:1_P:3,iORF,Salk,True,[],analysed,1,False
ENST00000341657.9-chr17:4184859-4194988_F:0_P:22,daoORF,Salk,True,[],analysed,1,True
ENST00000608819.1+chr7:135168527-135168607_F:2_P:2,lncRNA,Salk,True,[],analysed,1,True
ESPRESSO_chr11_4665_12-chr11:11621406-11621528_F:2_P:2,iORF,Salk,True,[],analysed,1,True
ESPRESSO_chr9_30615_0+chr9:129266556-129266603_F:2_P:19,eORF,Salk,True,[],analysed,1,True
ENST00000621046.2+chr19:27802839-27802877_F:0_P:0,lncRNA,Salk,True,[],analysed,1,False
ENST00000623493.1-chr17:54957823-54957930_F:0_P:6,eORF,Salk,True,[],analysed,1,True
ENST00000554457.1+chr14:35315931-35316020_F:0_P:85,iORF,Salk,True,[],analysed,1,True
ESPRESSO_chr17_12166_13-chr17:18579979-18580065_F:0_P:67,psORF,Salk,True,[],analysed,1,True
ENST00000380502.8-chr9:19053489-19053521_F:0_P:124,dORF,Salk,True,[],analysed,1,False
ENST00000525618.5+chr11:12253200-12253472_F:0_P:2,iORF,Salk,True,[],analysed,1,True
ENST00000582743.6+chr17:82237592-82238807_F:2_P:4,iORF,Salk,True,[],analysed,3,False
ENST00000602516.1-chr6:30305187-30305243_F:2_P:24,lncRNA,Salk,True,[],analysed,1,True
ENST00000560379.1+chr15:50499254-50499331_F:2_P:8,dORF,Salk,True,[],analysed,1,False
ENST00000521102.3-chr8:103154395-103154508_F:1_P:56,lncRNA,Salk,True,[],analysed,1,True
ENST00000556895.5+chr15:92882862-92885528_F:0_P:0,lncRNA,Salk,True,[],analysed,1,True
ENST00000400921.6+chr1:2175271-2184650_F:1_P:21,daoORF,Salk,True,[],analysed,1,True
ENST00000441236.3+chr16:68337508-68337543_F:0_P:14,daoORF,Salk,True,[],analysed,1,True
ENST00000344680.8-chr19:45494210-45494701_F:2_P:6,uaoORF,Salk,True,[],analysed,1,True
ENST00000415914.4-chr7:108564897-108564983_F:2_P:14,daoORF,Salk,True,[],analysed,1,True
ENST00000702683.1-chr1:3068865-3069089_F:2_P:0,lncRNA,Salk,True,[],analysed,1,True
ENST00000295872.8-chr3:113468848-113469181_F:0_P:28,iORF,Salk,True,[],analysed,1,True
ENST00000691740.1-chr1:28736688-28737014_F:2_P:8,lncRNA,Salk,True,[],analysed,1,True
ENST00000292894.2-chr19:36035285-36035527_F:2_P:7,daoORF,Salk,True,[],analysed,1,True
ENST00000284268.8-chr5:14705276-14705404_F:1_P:91,dORF,Salk,True,[],analysed,1,False
ENST00000576634.6+chr16:3538575-3538685_F:1_P:82,dORF,Salk,True,[],analysed,1,True
ESPRESSO_chr8_29314_17-chr8:132129440-132129520_F:1_P:18,daoORF,Salk,True,[],analysed,1,True
ENST00000254260.8-chr19:33012702-33044329_F:2_P:3,iORF,Salk,True,[],analysed,2,True
ENST00000219313.9+chr16:74306124-74306285_F:1_P:11,dORF,Salk,True,[],analysed,1,False
ENST00000512907.5+chr5:80477470-80477553_F:0_P:88,dORF,Salk,True,[],analysed,1,True
ENST00000608373.1+chr22:17070347-17070448_F:2_P:41,lncRNA,Salk,True,[],analysed,1,True
ENST00000302060.10-chr5:139411696-139411749_F:2_P:58,dORF,Salk,True,[],analysed,1,False
ENST00000347055.4-chr2:88027724-88027753_F:1_P:12,dORF,Salk,True,[],analysed,1,True
ENST00000565181.1-chr15:72473070-72473150_F:2_P:21,lncRNA,Salk,True,[],analysed,1,True
ENST00000341533.8-chr7:103099811-103099849_F:2_P:108,dORF,Salk,True,[],analysed,1,False
ENST00000497048.5-chr9:107485405-107485506_F:0_P:13,dORF,Salk,True,[],analysed,1,False
ENST00000353224.10-chr20:9538176-9538202_F:2_P:68,dORF,Salk,True,[],analysed,1,False
ENST00000264360.7+chr4:133191000-133191101_F:0_P:65,dORF,Salk,True,[],analysed,1,True
ENST00000219400.8-chr16:80975285-80975320_F:1_P:27,dORF,Salk,True,[],analysed,1,False
ENST00000571720.2+chr16:68562408-68562452_F:0_P:8,iORF,Salk,True,[],analysed,1,True
ENST00000367265.9-chr1:202774620-202777023_F:2_P:5,uaoORF,Salk,True,[],untestable_no_peptide,0,
ENST00000649339.1-chr1:202730113-202730133_F:0_P:9,iORF,Salk,True,[],analysed,1,False
ESPRESSO_chr6_26025_28-chr6:119016838-119016876_F:0_P:3,iORF,Salk,True,[],analysed,1,True
ENST00000693211.1+chr3:50653750-50653812_F:1_P:37,lncRNA,Salk,True,[],analysed,1,False
ENST00000481708.1-chr2:17680041-17680079_F:2_P:41,iORF,Salk,True,[],analysed,1,False
ENST00000449762.6+chr8:106726300-106739519_F:1_P:7,Iso,Salk,True,[],analysed,1,False
ESPRESSO_chr4_22541_8+chr4:122230040-122230111_F:2_P:45,daoORF,Salk,True,[],analysed,1,False
ENST00000565815.1-chr13:75934778-75935083_F:1_P:4,lncRNA,Salk,True,[],analysed,1,True
ENST00000225737.11-chr17:19958074-19958214_F:0_P:13,daoORF,Salk,True,[],analysed,1,False
ENST00000497565.3+chr3:9747821-9747991_F:0_P:21,dORF,Salk,True,[],analysed,1,True
ENST00000506002.1+chr5:134924495-134924572_F:2_P:1,psORF,Salk,True,[],analysed,1,False
ENST00000607957.1+chr7:123750274-123750300_F:1_P:17,lncRNA,Salk,True,[],analysed,1,True
ENST00000358741.4+chrX:71169671-71169712_F:2_P:39,daoORF,Salk,True,[],analysed,1,True
ENST00000340779.3-chr7:64889547-64889801_F:2_P:4,lncRNA,Salk,True,[],analysed,1,True
ENST00000677576.1+chr14:30720145-30720183_F:1_P:4,iORF,Salk,True,[],analysed,1,False
ENST00000389061.10+chr3:45732146-45735315_F:2_P:26,Iso,Salk,True,[],analysed,1,False
ENST00000379704.7-chr9:33256854-33258945_F:1_P:15,daoORF,Salk,True,[],analysed,1,True
ENST00000590024.1+chr2:178727019-178727045_F:0_P:78,lncRNA,Salk,True,[],analysed,1,True
ENST00000568248.1-chr8:134794162-134794227_F:0_P:74,lncRNA,Salk,True,[],analysed,1,False
ENST00000611950.1+chr5:141476650-141476739_F:1_P:11,iORF,Salk,True,[],analysed,2,True
ESPRESSO_chr2_17417_8+chr2:204776365-204776406_F:2_P:78,eORF,Salk,True,[],analysed,1,False
ENST00000686603.1-chr15:52311866-52311940_F:2_P:37,dORF,Salk,True,[],analysed,1,True
ENST00000624429.1-chr6:71387851-71387991_F:0_P:64,lncRNA,Salk,True,[],analysed,1,True
ENST00000517566.7+chr8:106710764-106713927_F:2_P:67,iORF,Salk,True,[],analysed,1,True
ENST00000626826.1+chr12:102215185-102215232_F:1_P:354,lncRNA,Salk,True,[],analysed,1,False
ENST00000264710.5+chr2:26137211-26137318_F:2_P:61,dORF,Salk,True,[],analysed,1,True
ESPRESSO_chr12_7496_27-chr12:118036495-118042849_F:1_P:6,daoORF,Salk,True,[],analysed,1,True
ENST00000308086.3+chr12:71677839-71678024_F:1_P:44,dORF,Salk,True,[],analysed,2,False
ENST00000656825.1+chr1:22099190-22099243_F:1_P:156,dORF,Salk,True,[],analysed,1,True
ESPRESSO_chr17_13136_6+chr17:75756577-75756839_F:2_P:3,iORF,Salk,True,[],analysed,1,True
ENST00000311151.9+chr8:26657420-26657461_F:1_P:28,dORF,Salk,True,[],analysed,1,False
ENST00000425380.7+chr11:125899845-125900018_F:1_P:17,iORF,Salk,True,[],analysed,1,True
ENST00000588643.1-chr17:76039709-76040493_F:0_P:14,Iso,Salk,True,[],analysed,1,False
ENST00000284031.13-chr1:85465062-85465157_F:2_P:0,uORF,Salk,True,[],analysed,1,True
ENST00000356151.7+chr3:58382671-58390647_F:0_P:7,Iso,Salk,True,[],analysed,1,False
ENST00000674282.1+chr2:88170378-88170797_F:0_P:0,uORF,Salk,True,[],analysed,1,True
ENST00000421083.1+chr2:144520830-144520859_F:1_P:8,lncRNA,Salk,True,[],analysed,1,False
ENST00000356321.4-chr15:34978528-34978578_F:2_P:151,dORF,Salk,True,[],analysed,1,True
ENST00000565297.2+chr8:78836810-78836875_F:2_P:44,lncRNA,Salk,True,[],analysed,1,False
ENST00000372979.9-chr10:73133952-73134071_F:2_P:44,daORF,Salk,True,[],analysed,1,False
ENST00000307221.5-chr22:40860958-40860996_F:0_P:46,dORF,Salk,True,[],analysed,1,False
ENST00000301011.10+chr16:88631553-88631783_F:1_P:30,daoORF,Salk,True,[],analysed,2,True
ENST00000370544.10+chr1:87348891-87348923_F:0_P:93,dORF,Salk,True,[],analysed,1,False
ENST00000412856.6-chr7:35751908-35751937_F:1_P:79,lncRNA,Salk,True,[],analysed,1,False
ENST00000518204.1+chr5:168467695-168467865_F:1_P:0,iORF,Salk,True,[],analysed,1,False
ENST00000555019.6-chr14:93964467-93976461_F:0_P:1,uoORF,Salk,True,[],analysed,1,True
ESPRESSO_chrX_31592_11+chrX:77899582-77905258_F:1_P:1,Iso,Salk,True,[],analysed,1,True
ENST00000339077.10+chr7:23174719-23174811_F:0_P:18,dORF,Salk,True,[],analysed,1,False
ENST00000403458.9+chr16:67668642-67668728_F:2_P:12,dORF,Salk,True,[],analysed,1,True
ESPRESSO_chr16_10711_11+chr16:641952-648187_F:0_P:0,N-Iso,Salk,True,[],analysed,2,False
ENST00000271308.9-chr1:109399844-109399903_F:1_P:55,dORF,Salk,True,[],analysed,1,False
ENST00000398868.8-chr11:63626540-63626614_F:0_P:73,dORF,Salk,True,[],analysed,1,True
ENST00000623122.1+chr12:94461876-94461992_F:0_P:23,lncRNA,Salk,True,[],analysed,1,True
ENST00000470703.1+chr6:30560827-30560865_F:1_P:11,iORF,Salk,True,[],analysed,1,False
ENST00000528029.1-chr11:65086890-65086982_F:2_P:20,iORF,Salk,True,[],analysed,1,True
ENST00000340592.10+chr5:153795535-153802371_F:0_P:41,iORF,Salk,True,[],analysed,1,False
ENST00000624878.1-chr12:123088118-123088255_F:1_P:55,eORF,Salk,True,[],analysed,1,True
ENST00000426367.1-chrX:123959263-123961210_F:1_P:2,lncRNA,Salk,True,[],analysed,1,True
ENST00000481038.5-chr20:5585258-5585368_F:1_P:20,iORF,Salk,True,[],analysed,1,False
ENST00000310528.9+chr13:52696576-52696737_F:0_P:211,dORF,Salk,True,[],analysed,1,True
ENST00000454402.7+chr12:118032145-118032177_F:1_P:38,dORF,Salk,True,[],analysed,1,False
ENST00000660794.1+chr21:16644840-16644908_F:1_P:109,lncRNA,Salk,True,[],analysed,1,False
ENST00000358303.9-chr7:130051257-130051322_F:2_P:2,uaoORF,Salk,True,[],analysed,1,False
ENST00000520547.4+chr10:79515505-79515546_F:1_P:55,dORF,Salk,True,[],analysed,1,False
ENST00000533477.1+chr8:7419497-7419832_F:2_P:18,psORF,Salk,True,[],analysed,1,True
ENST00000252329.3-chr7:1570874-1570912_F:1_P:2,uORF,Salk,True,[],analysed,1,True
ENST00000307637.5-chr12:8058055-8058096_F:1_P:36,dORF,Salk,True,[],analysed,1,True
ENST00000643898.2-chr6:24873647-24873685_F:1_P:10,iORF,Salk,True,[],analysed,1,True
ENST00000558362.5-chr15:45377977-45378000_F:0_P:2,uaORF,Salk,True,[],analysed,1,True
ESPRESSO_chr5_24176_29-chr5:134157736-134158529_F:2_P:0,Iso,Salk,True,[],analysed,1,False
ENST00000304218.6+chr6:26156753-26156971_F:2_P:4,iORF,Salk,True,[],analysed,2,True
ESPRESSO_chr2_16163_14+chr2:74460786-74460884_F:2_P:13,dORF,Salk,True,[],analysed,1,True
ENST00000589060.1+chr19:44095759-44095866_F:1_P:20,Iso,Salk,True,[],analysed,1,True
ENST00000238738.9+chr2:46584573-46584686_F:0_P:67,dORF,Salk,True,[],analysed,1,True
ENST00000689186.1+chr6:33300804-33300908_F:0_P:17,lncRNA,Salk,True,[],analysed,1,True
ESPRESSO_chr8_28348_11-chr8:15140342-15140476_F:0_P:113,eORF,Salk,True,[],analysed,1,False
ENST00000426342.7-chr14:46840752-46840874_F:2_P:24,dORF,Salk,True,[],analysed,1,True
ENST00000690783.1+chr12:45992656-45992745_F:1_P:23,lncRNA,Salk,True,[],analysed,1,True
ENST00000676582.1-chr20:31722770-31723021_F:1_P:6,uORF,Salk,True,[],analysed,1,True
ENST00000366756.4-chr6:170283010-170283090_F:0_P:28,iORF,Salk,True,[],analysed,1,True
ENST00000683442.1+chr1:28529890-28531881_F:0_P:7,iORF,Salk,True,[],analysed,1,True
ENST00000609071.1-chr4:99067527-99067706_F:2_P:6,lncRNA,Salk,True,[],analysed,1,True
ESPRESSO_chr6_26310_2+chr6:158128787-158128846_F:0_P:33,eORF,Salk,True,[],analysed,1,False
ENST00000381540.7-chr21:33589469-33589492_F:1_P:12,dORF,Salk,True,[],analysed,1,True
ENST00000380122.10+chrX:16842692-16842985_F:1_P:41,dORF,Salk,True,[],analysed,1,True
ENST00000612927.1+chr5:141355071-141355307_F:0_P:1,uoORF,Salk,True,[],analysed,3,False
